StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,CAS_1,CAS_2,CAS_3,CAS_4,CAS_5,MDI_1,MDI_2,MDI_3,MDI_4,MDI_5,MDI_6,MDI_7,MDI_8,MDI_9,MDI_10,MDI_11,MDI_12,PSS_1,PSS_2,PSS_3,PSS_4,PSS_5,PSS_6,PSS_7,PSS_8,PSS_9,PSS_10,Q1,Q1_3_TEXT,Q2,Q3,Q3_7_TEXT,Q4,Q4_9_TEXT,Q5,Q6,Q6_9_TEXT,Q7,Q8,Q9,Q10,Q10_3_TEXT,Q11,Q11_7_TEXT,Q12,Q13,Q13_6_TEXT,Q14,Q15,Q16,Q17A,Q17B,Q18,Q19A,Q19B,Q20A,Q20B,Q21,Q22,Q23,Q24,Q25,Q26A,Q26B,Q26C,Q26D
2020-10-15 00:22:03,2020-10-15 00:28:56,0,68.108.117.26,100,413,1,2020-10-15 00:28:56,R_vJDh4yFyLLKuUbn,,,,,35.997802734375,-114.959197998046875,anonymous,EN,5,1,1,1,1,2,5,5,6,6,5,6,5,6,6,6,6,6,2,3,3,4,3,3,5,3,2,2,2,,2,5,,7,,3,8,,2,3,2,2,,1,,2,3,,3,2,1,1,4,2,6,3,2,3,2,1,6,2,2,4,,,3
2020-10-15 01:55:29,2020-10-15 02:02:58,0,98.167.115.84,100,448,1,2020-10-15 02:02:58,R_3lAovrMeYSwMvXc,,,,,36.15020751953125,-115.033599853515625,anonymous,EN,5,2,3,3,3,4,2,1,1,1,1,1,1,1,1,4,5,3,5,5,5,2,1,5,3,1,5,5,2,,2,6,,4,,1,3,,2,6,2,1,,3,,2,2,,2,2,1,3,1,2,4,2,2,2,2,1,6,1,1,4,,,3
2020-10-15 09:21:56,2020-10-15 09:31:08,0,98.181.221.193,100,552,1,2020-10-15 09:31:09,R_3PBnq0DftNGjETF,,,,,36.1219940185546875,-115.08599853515625,anonymous,EN,5,1,1,1,1,1,5,6,5,5,6,6,6,6,6,5,6,6,3,3,1,4,3,3,4,5,2,3,1,,2,6,,2,,1,4,,2,4,2,1,,3,,2,2,,2,2,1,4,1,2,2,2,4,3,2,2,6,2,2,4,,,3
2020-10-15 09:35:17,2020-10-15 09:42:32,0,131.216.14.5,100,435,1,2020-10-15 09:42:32,R_XnvqmRF7g1jGPqp,,,,,36.100799560546875,-115.13649749755859375,anonymous,EN,5,1,1,1,1,1,3,3,2,2,2,5,2,4,3,6,5,4,2,4,5,4,2,3,3,,3,4,2,,2,5,,7,,1,3,,2,10,2,1,,2,,2,3,,2,2,1,2,2,1,5,3,3,3,2,2,3,1,2,4,,,3
2020-10-15 10:14:30,2020-10-15 10:21:48,0,70.175.43.161,100,437,1,2020-10-15 10:21:48,R_12mtR5HIfqjbk0r,,,,,36.270904541015625,-115.279998779296875,anonymous,EN,5,1,2,1,1,1,5,5,2,6,6,6,5,5,5,5,6,6,3,3,5,3,3,4,3,3,4,4,2,,2,5,,7,,1,2,,2,5,2,1,,4,,2,2,,2,2,1,2,2,2,7,1,4,3,2,1,2,1,1,4,,,4
2020-10-15 10:18:12,2020-10-15 10:24:57,0,65.153.132.34,100,404,1,2020-10-15 10:24:57,R_bIyXPekniIC39ex,,,,,36.05859375,-115.08029937744140625,anonymous,EN,5,1,1,1,2,2,5,5,5,5,5,5,3,3,4,4,4,6,3,3,5,3,3,3,3,3,3,3,2,,2,6,,7,,1,2,,2,3,2,1,,2,,2,2,,6,2,1,2,1,2,3,2,2,3,2,1,6,3,1,4,,,4
2020-10-15 10:21:26,2020-10-15 10:29:42,0,98.181.139.12,100,495,1,2020-10-15 10:29:42,R_8670Cv9V2IgR3zj,,,,,36.20379638671875,-115.22550201416015625,anonymous,EN,5,1,1,1,1,1,2,4,2,1,1,6,3,5,5,5,6,3,3,5,5,5,2,4,2,2,5,5,2,,2,6,,4,,1,3,,2,1,3,1,,3,,2,2,,2,2,1,2,2,2,3,3,3,1,2,2,6,1,1,1,4,2,
2020-10-15 10:30:07,2020-10-15 10:36:52,0,172.58.75.40,100,404,1,2020-10-15 10:36:52,R_2VPFo7yuBe9wl78,,,,,36.2158050537109375,-115.06600189208984375,anonymous,EN,5,1,2,2,1,2,4,4,4,5,6,6,4,2,3,4,5,6,4,3,5,3,3,3,4,4,4,3,2,,2,6,,7,,1,1,,2,7,2,1,,3,,2,1,,2,2,1,2,4,2,7,3,4,1,2,2,3,3,1,4,,,3
2020-10-15 10:28:31,2020-10-15 10:42:25,0,68.104.67.54,100,834,1,2020-10-15 10:42:25,R_3nwJDAGohSzhKAY,,,,,36.2472991943359375,-115.28209686279296875,anonymous,EN,5,1,2,3,2,3,2,1,1,1,3,6,2,2,2,3,6,1,4,3,4,3,3,2,3,4,3,2,2,,2,1,,3,,1,1,,2,12,2,1,,2,,2,2,,6,2,1,2,4,2,4,2,3,2,2,2,6,1,1,4,,,3
2020-10-15 12:03:39,2020-10-15 12:10:41,0,68.229.59.167,100,421,1,2020-10-15 12:10:41,R_pfOyTc0RYuavDa1,,,,,35.9853973388671875,-115.11930084228515625,anonymous,EN,5,2,5,1,1,1,4,5,5,3,3,6,4,2,5,2,6,6,3,3,5,4,3,2,4,3,3,3,2,,2,5,,7,,1,7,,1,9,1,1,,7,GA,2,3,,1,2,1,1,4,1,5,3,4,1,2,1,6,1,2,2,3,2,
2020-10-15 12:18:58,2020-10-15 12:25:27,0,76.121.194.100,100,388,1,2020-10-15 12:25:27,R_3hbUyw8bJ12y217,,,,,48.3108062744140625,-122.6322021484375,anonymous,EN,5,1,1,1,1,1,5,6,5,5,6,6,4,4,4,6,6,5,3,4,3,3,3,3,3,3,4,3,1,,2,6,,8,,1,2,,2,1,2,1,,3,,2,3,,4,2,1,2,1,2,5,3,4,3,2,2,6,2,2,4,,,4
2020-10-15 12:37:17,2020-10-15 12:43:17,0,131.216.14.81,100,359,1,2020-10-15 12:43:17,R_2CrKWy60uJNEvPc,,,,,36.100799560546875,-115.13649749755859375,anonymous,EN,5,2,2,2,2,2,3,2,2,2,2,2,1,2,1,1,1,5,4,5,4,1,3,5,2,1,4,5,2,,2,6,,7,,1,1,,2,4,2,1,,3,,2,2,,4,2,1,1,4,2,2,2,4,1,2,2,1,1,2,4,,,3
2020-10-15 12:49:58,2020-10-15 12:55:18,0,98.182.165.232,100,320,1,2020-10-15 12:55:19,R_2dXtfuCWKYHtC0W,,,,,36.100799560546875,-115.13649749755859375,anonymous,EN,5,1,1,1,1,1,4,5,6,5,5,4,3,2,5,4,5,6,3,3,4,3,3,4,3,4,2,2,2,,2,5,,8,,1,3,,2,3,1,1,,2,,2,3,,2,2,1,1,3,2,4,2,4,1,2,1,6,2,2,4,,,4
2020-10-15 12:45:18,2020-10-15 12:57:42,0,174.72.174.72,100,743,1,2020-10-15 12:57:42,R_1luxI5ISFZJQAC6,,,,,36.2584075927734375,-115.1072998046875,anonymous,EN,5,1,1,1,1,1,5,5,5,5,5,6,4,5,5,5,6,6,2,2,3,4,4,3,4,3,3,2,2,,2,1,,7,,2,4,,2,12,2,1,,1,,2,3,,3,1,3,3,1,1,4,2,4,1,2,2,6,2,1,4,,,1
2020-10-15 12:46:48,2020-10-15 13:13:11,0,70.173.215.106,100,1583,1,2020-10-15 13:13:12,R_cRYz8T5aSJOumBj,,,,,36.29730224609375,-115.24179840087890625,anonymous,EN,5,3,2,1,2,2,1,2,1,1,1,3,1,1,1,1,1,5,5,4,5,3,3,5,2,3,3,5,2,,2,6,,7,,1,2,,2,3,2,1,,4,,2,2,,2,2,1,3,2,2,5,3,2,2,2,2,1,2,2,4,,,1
2020-10-15 13:12:45,2020-10-15 13:42:20,0,172.58.78.141,100,1774,1,2020-10-15 13:42:20,R_1gARpz4STOv4wZt,,,,,36.20379638671875,-115.22550201416015625,anonymous,EN,5,1,1,2,1,1,2,3,3,3,3,6,1,2,3,2,5,6,3,3,4,3,2,3,2,1,3,5,1,,2,6,,4,,1,4,,2,12,2,1,,2,,2,1,,4,2,1,4,1,2,5,1,1,2,2,1,6,1,1,4,,,3
2020-10-15 14:09:00,2020-10-15 14:13:25,0,107.77.229.199,100,264,1,2020-10-15 14:13:25,R_3O6px1xwKuDGVdj,,,,,33.7834930419921875,-118.13159942626953125,anonymous,EN,5,2,1,1,1,1,5,6,3,5,5,6,4,3,5,6,5,6,3,2,4,4,3,3,4,4,2,1,2,,2,6,,2,,1,1,,2,2,2,1,,4,,2,2,,2,2,1,1,4,2,6,1,4,1,2,1,6,2,1,4,,,3
2020-10-15 13:50:16,2020-10-15 14:19:08,0,70.170.48.155,100,1731,1,2020-10-15 14:19:08,R_1I6ItaV0kHj6mZu,,,,,36.1219940185546875,-115.08599853515625,anonymous,EN,5,1,3,1,1,1,5,6,4,5,6,6,2,4,4,2,4,4,3,3,3,3,4,5,3,2,2,3,2,,2,5,,3,,4,3,,2,4,2,2,,2,,2,3,,4,1,2,2,2,1,4,2,3,2,2,1,6,1,1,1,1,1,
2020-10-15 14:39:41,2020-10-15 14:45:42,0,99.203.10.54,100,361,1,2020-10-15 14:45:43,R_2AL7xMG847amF0w,,,,,33.9575958251953125,-118.266998291015625,anonymous,EN,5,1,5,4,3,3,3,4,4,5,6,6,3,1,3,1,4,4,3,3,5,5,3,3,3,3,5,1,2,,2,1,,8,,3,3,,1,12,2,1,,1,,2,3,,3,1,3,3,1,2,1,2,2,2,1,1,6,2,1,4,,,3
2020-10-15 16:46:13,2020-10-15 17:07:25,0,98.182.171.1,100,1271,1,2020-10-15 17:07:25,R_1CEH3yvptwXrvde,,,,,36.100799560546875,-115.13649749755859375,anonymous,EN,5,1,1,1,1,1,1,2,3,3,2,1,1,1,2,2,2,3,5,3,5,4,3,5,4,2,4,5,1,,2,6,,4,,1,4,,2,5,2,1,,2,,2,2,,2,2,1,3,3,1,4,1,2,3,2,1,2,1,1,4,,,2
2020-10-15 17:02:23,2020-10-15 17:12:03,0,68.108.128.42,100,580,1,2020-10-15 17:12:04,R_39qOoBDGa1qLn2h,,,,,35.9853973388671875,-115.11930084228515625,anonymous,EN,5,1,1,1,1,1,6,6,6,6,6,6,5,6,6,6,6,6,1,1,5,5,3,2,5,3,2,4,2,,2,6,,7,,1,1,,2,12,2,1,,2,,1,2,,4,2,1,2,4,1,5,3,1,3,2,2,2,1,2,4,,,4
2020-10-15 17:57:59,2020-10-15 18:06:43,0,68.224.42.164,100,524,1,2020-10-15 18:06:44,R_3MbWMpZYabN43Zr,,,,,36.12359619140625,-115.27570343017578125,anonymous,EN,5,3,2,5,3,2,3,2,2,2,4,3,1,2,1,4,4,2,3,4,4,3,4,3,2,2,3,4,2,,2,6,,2,,1,2,,2,11,3,1,,2,,2,2,,2,2,1,3,2,2,4,2,2,2,1,1,2,1,1,1,2,2,
2020-10-15 18:24:06,2020-10-15 18:31:22,0,98.181.222.48,100,435,1,2020-10-15 18:31:22,R_UXDJ2iVVp1gBZ05,,,,,36.12139892578125,-115.14099884033203125,anonymous,EN,5,1,1,1,1,1,5,6,6,6,6,6,5,5,5,6,6,5,2,1,3,4,3,1,4,3,2,1,2,,2,6,,7,,1,4,,2,13,2,1,,2,,2,2,,2,2,1,3,2,2,4,3,3,3,2,1,6,2,2,4,,,3
2020-10-15 19:51:52,2020-10-15 19:59:25,0,97.97.67.16,100,453,1,2020-10-15 19:59:26,R_3fQ3dLD2oOljYYK,,,,,35.39349365234375,-119.1204986572265625,anonymous,EN,5,1,1,1,1,1,2,2,2,2,2,2,2,4,2,5,5,5,1,4,5,3,2,5,3,3,4,2,2,,2,6,,4,,1,1,,2,5,2,1,,4,,2,2,,2,2,1,1,4,2,7,1,2,3,2,1,6,2,2,4,,,3
2020-10-15 20:04:16,2020-10-15 20:09:32,0,98.188.186.138,100,316,1,2020-10-15 20:09:33,R_2yl8ZbEfGfV4Ppw,,,,,36.100799560546875,-115.13649749755859375,anonymous,EN,5,1,1,1,1,1,5,5,5,5,6,6,4,5,5,6,5,5,3,3,3,3,3,4,3,2,4,3,2,,2,6,,2,,2,7,,2,4,1,1,,7,Student,2,3,,1,2,1,3,2,1,4,3,3,1,2,1,6,3,2,4,,,4
2020-10-15 20:37:05,2020-10-15 20:42:09,0,68.96.101.53,100,303,1,2020-10-15 20:42:09,R_dmdfPA7kesH2hPP,,,,,36.2472991943359375,-115.28209686279296875,anonymous,EN,5,1,2,1,1,1,2,1,2,2,2,3,1,6,2,3,5,4,4,5,5,5,2,4,2,2,4,4,2,,2,6,,4,,1,1,,2,4,2,1,,3,,1,2,,2,2,1,1,2,2,8,1,4,1,2,2,3,3,1,4,,,3
2020-10-15 20:43:32,2020-10-15 20:58:00,0,131.216.14.81,100,867,1,2020-10-15 20:58:00,R_2xF8tkudq6fCfQ8,,,,,36.100799560546875,-115.13649749755859375,anonymous,EN,5,1,1,1,1,1,4,5,4,5,4,4,3,3,3,5,5,5,3,4,4,3,3,3,3,2,4,4,1,,2,6,,3,,1,4,,2,4,2,1,,2,,2,1,,2,2,1,4,3,2,6,3,2,3,2,1,6,1,1,4,,,3
2020-10-15 21:56:53,2020-10-15 22:00:53,0,72.193.222.244,100,240,1,2020-10-15 22:00:53,R_3h5hqfRR6B9EmDw,,,,,36.0906982421875,-115.08860015869140625,anonymous,EN,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,4,5,4,3,4,3,3,4,4,2,,2,6,,4,,1,1,,2,9,2,1,,2,,2,2,,2,2,1,1,4,2,4,2,3,3,2,1,2,2,1,4,,,2
2020-10-15 22:41:03,2020-10-15 22:56:28,0,68.224.43.186,100,925,1,2020-10-15 22:56:28,R_3ha8RtxluxwRVtC,,,,,36.2624969482421875,-115.1732025146484375,anonymous,EN,5,1,1,1,1,1,5,5,2,6,6,6,2,5,5,5,6,3,4,4,4,4,3,4,2,3,3,3,2,,2,5,,4,,2,3,,2,7,2,2,,2,,2,3,,4,1,2,2,1,2,3,2,3,3,2,2,6,1,2,4,,,3
2020-10-15 22:58:50,2020-10-15 23:04:19,0,172.58.16.106,100,329,1,2020-10-15 23:04:20,R_22tBHezdl8U3IRu,,,,,33.95550537109375,-118.2863006591796875,anonymous,EN,5,1,2,2,1,1,2,3,2,6,6,5,5,4,4,5,6,6,3,4,5,3,3,3,2,3,3,3,2,,2,6,,7,,4,7,,1,10,2,2,,1,,2,3,,3,2,3,4,3,2,5,3,4,2,2,1,1,2,1,4,,,2
2020-10-15 19:48:08,2020-10-15 23:29:24,0,68.229.48.43,100,13276,1,2020-10-15 23:29:24,R_8dI1ddq1yaqo4nL,,,,,36.058807373046875,-115.31040191650390625,anonymous,EN,5,1,1,1,1,1,3,2,4,6,6,6,4,4,5,6,5,6,4,1,3,1,1,1,1,1,1,1,2,,2,6,,4,,1,1,,2,5,2,1,,2,,2,2,,2,2,1,3,2,2,6,3,3,2,2,2,6,3,1,4,,,3
2020-10-16 08:07:36,2020-10-16 08:14:31,0,72.177.51.29,100,414,1,2020-10-16 08:14:31,R_2Ww18J24NqT4EIa,,,,,31.80450439453125,-105.96610260009765625,anonymous,EN,5,2,3,2,2,2,5,5,5,5,5,6,5,5,5,5,5,5,3,3,3,5,3,2,4,4,2,1,2,,2,1,,4,,3,4,,1,13,2,1,,1,,2,3,,3,1,3,2,1,1,5,2,3,3,2,1,6,3,1,2,1,2,
2020-10-16 09:35:45,2020-10-16 09:43:43,0,72.193.14.126,100,477,1,2020-10-16 09:43:43,R_242euQFYuQ66NK6,,,,,36.2624969482421875,-115.1732025146484375,anonymous,EN,5,1,2,1,1,1,5,6,5,4,6,6,5,5,6,5,6,5,2,2,3,4,3,1,5,4,2,1,2,,2,7,Engaged,7,,2,6,,2,3,2,2,,1,,2,3,,3,2,1,2,1,1,5,2,2,2,2,2,6,3,1,2,3,2,
2020-10-16 10:01:32,2020-10-16 10:07:31,0,24.120.54.106,100,359,1,2020-10-16 10:07:31,R_Rs5H1QJsuu6uMPD,,,,,36.100799560546875,-115.13649749755859375,anonymous,EN,5,1,2,1,1,1,6,6,5,6,6,6,4,5,6,5,6,6,2,2,4,4,4,4,5,4,2,2,2,,2,6,,2,,1,4,,1,10,2,1,,4,,1,1,,2,2,1,3,3,2,5,3,3,3,1,2,3,2,2,4,,,3
2020-10-16 19:00:40,2020-10-16 19:09:43,0,131.216.14.81,100,543,1,2020-10-16 19:09:43,R_1rNyLCYhBDNt2tg,,,,,36.100799560546875,-115.13649749755859375,anonymous,EN,5,1,1,1,1,1,5,5,5,6,6,6,4,5,5,6,6,6,3,2,3,5,2,1,5,4,3,3,2,,2,6,,8,,1,1,,1,6,2,1,,3,,2,1,,2,2,1,2,4,2,6,1,2,1,1,1,1,1,1,4,,,3
2020-10-16 19:20:17,2020-10-16 19:25:42,0,174.237.139.168,100,324,1,2020-10-16 19:25:42,R_28LDvDsNJzmrd5n,,,,,35.078094482421875,-106.65830230712890625,anonymous,EN,5,2,1,1,1,1,5,6,5,6,6,6,5,5,6,6,5,5,2,2,2,4,4,2,4,4,2,2,2,,2,6,,7,,1,1,,2,6,2,1,,3,,2,1,,2,2,1,1,1,2,8,1,4,1,2,1,6,3,2,4,,,3
2020-10-16 20:41:13,2020-10-16 20:48:10,0,68.227.1.89,100,417,1,2020-10-16 20:48:10,R_3jUq7MyXdzE33Lq,,,,,36.1219940185546875,-115.08599853515625,anonymous,EN,5,2,1,1,1,1,5,6,5,4,6,6,5,5,6,5,6,6,2,3,4,3,3,2,4,3,2,1,2,,2,6,,4,,1,5,,2,13,2,1,,2,,2,2,,2,2,1,2,3,2,5,3,3,3,2,1,6,1,1,1,3,2,
2020-10-16 22:39:01,2020-10-16 22:48:12,0,68.104.99.159,100,551,1,2020-10-16 22:48:13,R_DGzxgOKLEFbkNWN,,,,,36.20379638671875,-115.22550201416015625,anonymous,EN,5,1,1,1,1,1,4,5,4,5,4,6,2,2,2,3,5,3,2,3,4,3,3,3,3,3,4,4,2,,2,5,,8,,1,2,,2,13,2,1,,3,,2,2,,2,2,1,2,1,2,4,2,2,1,2,2,6,3,2,4,,,4
2020-10-16 23:06:11,2020-10-16 23:15:40,0,68.96.209.206,100,568,1,2020-10-16 23:15:40,R_2fBTauvctmOakQV,,,,,36.172393798828125,-115.0677032470703125,anonymous,EN,5,1,1,1,1,1,6,6,6,6,6,6,6,5,6,6,6,6,2,3,3,1,5,2,5,5,1,1,1,,2,6,,5,,2,2,,2,4,2,2,,1,,2,2,,6,2,1,3,3,2,3,3,3,1,2,2,6,3,1,4,,,4
2020-10-17 00:13:39,2020-10-17 00:19:59,0,174.72.217.108,100,380,1,2020-10-17 00:20:00,R_24eiGwXUP1mW9Xd,,,,,36.100799560546875,-115.13649749755859375,anonymous,EN,5,3,1,2,3,4,2,3,2,2,1,2,2,2,2,2,2,5,3,5,5,3,3,5,3,3,4,5,2,,2,6,,7,,1,3,,2,7,2,1,,2,,2,1,,2,2,1,2,2,2,4,1,2,2,2,1,3,1,2,4,,,3
2020-10-17 00:49:37,2020-10-17 01:01:26,0,75.142.254.195,100,708,1,2020-10-17 01:01:27,R_da6wRpsigoMFpKN,,,,,39.5381011962890625,-119.8365020751953125,anonymous,EN,5,1,4,2,5,1,2,2,1,3,6,6,2,1,3,2,1,6,5,4,5,3,3,5,3,1,3,5,2,,2,1,,7,,3,8,,2,3,2,2,,2,,2,3,,3,1,3,1,4,1,4,2,3,1,2,2,3,2,1,4,,,3
2020-10-17 13:04:49,2020-10-17 13:14:05,0,72.193.37.27,100,556,1,2020-10-17 13:14:05,R_1qdJQbnWTdwaRC4,,,,,36.00689697265625,-115.2845001220703125,anonymous,EN,5,1,1,1,1,1,5,5,5,5,6,6,4,5,5,4,4,5,2,3,3,5,5,1,5,5,2,1,2,,2,1,,1,,5,7,,2,13,2,1,,5,,2,3,,3,2,2,,,1,5,,,,,2,6,2,1,2,2,2,
2020-10-17 13:32:33,2020-10-17 13:39:05,0,172.58.75.44,100,392,1,2020-10-17 13:39:05,R_beB2ZAljbWuwPMB,,,,,36.2158050537109375,-115.06600189208984375,anonymous,EN,5,1,1,1,1,1,2,2,1,1,1,6,1,2,6,6,1,6,1,5,3,4,5,5,5,1,3,2,2,,2,6,,4,,1,7,,2,4,2,1,,3,,2,2,,2,2,1,2,2,2,5,3,2,1,2,2,6,3,1,4,,,3
2020-10-17 13:42:47,2020-10-17 13:49:50,0,174.72.253.121,100,422,1,2020-10-17 13:49:50,R_1rJsxtQgJWin3N6,,,,,36.178802490234375,-115.17150115966796875,anonymous,EN,5,1,2,2,1,2,2,5,5,6,3,6,5,4,4,5,5,6,4,3,5,4,3,3,3,4,5,3,2,,2,1,,4,,3,6,,2,11,2,1,,3,,2,6,my own home,1,1,3,3,2,2,6,3,4,1,2,1,3,1,1,4,,,3
2020-10-17 14:13:40,2020-10-17 14:23:26,0,98.188.162.95,100,585,1,2020-10-17 14:23:26,R_2uNED5ja2MLzpO4,,,,,36.1172027587890625,-115.05280303955078125,anonymous,EN,5,1,1,1,1,1,5,5,4,3,4,6,3,2,5,3,4,6,4,4,5,3,2,3,3,2,4,2,2,,2,6,,4,,2,4,,2,7,2,1,,2,,2,3,,4,2,1,2,2,1,5,3,2,3,2,2,2,1,1,1,3,2,
2020-10-17 14:44:40,2020-10-17 14:50:34,0,172.58.78.182,100,353,1,2020-10-17 14:50:34,R_1JQNAfP1k1MWHIp,,,,,36.20379638671875,-115.22550201416015625,anonymous,EN,5,1,1,1,1,1,5,5,5,5,6,5,5,5,5,5,6,1,3,3,4,3,3,4,3,3,4,4,1,,2,1,,4,,3,2,,2,12,2,3,Just withdrew from classes,1,,2,6,Home with my wife,3,2,1,4,1,2,3,2,2,3,2,2,6,2,1,4,,,1
2020-10-17 20:24:01,2020-10-17 20:32:17,0,71.38.59.197,100,496,1,2020-10-17 20:32:17,R_1IauiYj6mAykpTX,,,,,36.1219940185546875,-115.08599853515625,anonymous,EN,5,1,1,1,1,1,3,5,5,5,6,6,5,4,4,3,4,5,2,3,4,3,3,3,3,4,3,3,2,,2,6,,3,,1,1,,2,1,2,1,,3,,2,2,,2,2,1,2,1,1,4,1,2,3,2,1,6,2,2,4,,,2
2020-10-18 12:37:13,2020-10-18 12:42:39,0,24.120.170.84,100,326,1,2020-10-18 12:42:40,R_3RvWH2AmRzhNgS7,,,,,36.0113067626953125,-115.20379638671875,anonymous,EN,5,1,3,2,2,3,3,3,3,3,3,3,2,2,3,2,1,6,4,4,4,3,2,4,3,3,2,2,2,,2,6,,7,,1,3,,2,13,2,1,,2,,2,3,,2,2,1,4,1,1,3,2,2,2,2,1,2,1,2,4,,,3
2020-10-18 18:02:17,2020-10-18 18:06:25,0,70.173.216.33,100,248,1,2020-10-18 18:06:26,R_3DelclVczcs5buF,,,,,35.9853973388671875,-115.11930084228515625,anonymous,EN,5,3,1,1,1,2,3,2,1,3,1,4,1,2,4,4,5,1,3,3,4,3,4,4,4,3,3,3,1,,2,6,,4,,1,1,,1,10,1,1,,1,,2,2,,2,2,3,3,4,1,5,2,4,2,2,2,1,2,2,4,,,4
2020-10-18 18:33:27,2020-10-18 18:41:53,0,68.227.15.99,100,506,1,2020-10-18 18:41:53,R_1ewshUMFd4Z4URK,,,,,36.1432952880859375,-115.20040130615234375,anonymous,EN,5,1,1,1,1,2,5,4,5,6,6,6,6,6,6,6,6,6,3,3,4,3,4,4,3,4,4,5,1,,2,6,,7,,1,2,,2,10,2,1,,2,,2,3,,2,2,1,3,3,2,5,3,1,3,2,2,6,2,1,4,,,3
2020-10-18 18:43:59,2020-10-18 18:58:05,0,98.182.143.219,100,845,1,2020-10-18 18:58:05,R_3JC47NoUps9TavD,,,,,36.100799560546875,-115.13649749755859375,anonymous,EN,5,1,1,1,1,1,5,6,5,6,6,6,5,6,5,6,6,5,1,1,2,4,4,2,4,4,1,2,1,,2,6,,4,,1,5,,2,12,2,1,,3,,2,2,,2,2,3,2,1,1,5,2,2,3,2,2,6,3,2,4,,,3
2020-10-18 21:37:49,2020-10-18 21:43:31,0,72.203.25.112,100,341,1,2020-10-18 21:43:31,R_2ebwgrON6QBNkVj,,,,,36.0408935546875,-115.0829010009765625,anonymous,EN,5,1,3,1,1,2,5,2,2,5,4,6,1,1,2,3,6,6,3,3,5,2,4,5,4,2,4,5,2,,2,1,,8,,2,7,,2,12,2,2,,2,,2,3,,1,2,1,2,3,1,6,1,4,1,2,2,4,3,2,4,,,2
2020-10-18 21:40:59,2020-10-18 21:53:04,0,76.4.245.38,100,725,1,2020-10-18 21:53:05,R_3phyF0xnL7rkmyi,,,,,36.1472015380859375,-115.11750030517578125,anonymous,EN,5,1,2,1,5,5,2,2,2,2,2,6,1,1,1,3,2,4,3,4,4,3,3,2,3,3,3,4,2,,2,6,,4,,2,7,,2,3,2,1,,7,Graduate Assistant,2,3,,1,2,1,2,1,1,4,2,4,1,1,1,6,1,1,2,3,2,
2020-10-19 00:03:32,2020-10-19 00:20:33,0,72.203.38.131,100,1021,1,2020-10-19 00:20:34,R_3HPUpgxsDPHO27T,,,,,36.2624969482421875,-115.1732025146484375,anonymous,EN,5,3,5,4,4,3,1,2,1,1,5,6,1,1,1,1,5,2,5,5,5,2,2,4,2,2,2,1,2,,2,6,,3,,5,6,,2,3,2,3,less than Part-time,1,,1,2,,1,2,2,4,3,1,1,2,2,2,2,2,1,1,1,2,3,1,
2020-10-19 09:33:13,2020-10-19 09:39:53,0,70.189.234.106,100,400,1,2020-10-19 09:39:54,R_1giv2U7e9XeotuI,,,,,35.9853973388671875,-115.11930084228515625,anonymous,EN,5,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,5,4,1,5,4,2,1,1,,2,1,,7,,2,7,,2,7,2,1,,7,"Not working, but regular volunteer commitments of 5-10 hours per week",2,3,,3,2,1,4,3,2,6,3,1,3,2,1,6,2,1,2,2,2,
2020-10-12 13:15:48,2020-10-12 13:15:56,0,107.77.231.167,5,8,0,2020-10-19 13:15:57,R_2R2pq4IgijTSB1O,,,,,,,anonymous,EN,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12 13:15:38,2020-10-12 13:15:46,0,45.50.113.224,5,7,0,2020-10-19 13:15:59,R_27p1rF3lsKrs1ml,,,,,,,anonymous,EN,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12 13:16:24,2020-10-12 13:16:57,0,172.58.76.88,11,33,0,2020-10-19 13:17:00,R_3LXTXrB2QRbCzpE,,,,,,,anonymous,EN,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12 13:16:33,2020-10-12 13:16:57,0,72.193.209.46,5,23,0,2020-10-19 13:17:03,R_6x7DxmZar0s8vMl,,,,,,,anonymous,EN,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12 13:15:48,2020-10-12 13:16:54,0,68.104.63.228,13,65,0,2020-10-19 13:17:03,R_1Cs9T4mtTpP93ME,,,,,,,anonymous,EN,5,3,3,1,3,3,1,1,1,1,3,3,1,1,1,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
